user_input,faithfulness,answer_relevancy,context_recall,context_precision
"What are the threats affecting the ""Session Store"" data store?",0.0,0.9988951760685677,1.0,0.9999999999
"What are the threats affecting the ""Content Moderation Service (ModerateAI)"" external entity?",0.0,0.9993161185835367,1.0,0.9999999999
"What are the threats affecting the ""Order and Shipment Database"" data store?",0.25,0.998892473924953,0.0,0.9999999999
"Which threats can ""Immutable Append-Only Log Storage"" mitigate?",0.5555555555555556,0.990891401893665,1.0,0.9999999999
"Which mitigations are defined for ""Transaction Repudiation""?",0.0,0.9849900404222293,1.0,0.9999999999
"Which mitigations are defined for ""Refund Amount Escalation""?",0.0,0.9865881835603381,1.0,0.9999999999
"Which threats does ""Carrier API Key Authentication and IP Allowlisting"" mitigate?",0.0,0.9728139346788717,0.5,0.9999999999
"Which mitigations are defined for ""Refund Repudiation""?",0.0,0.9862372417981539,0.0,0.9999999999
"To what processes is the external entity ""Customer"" sending data flows across all cases?",0.25,0.9543826494924084,0.0,0.9999999999
"What data flows are being sent by external entity ""Payment Gateway Provider (StripeConnect)"" across all cases?",0.0,0.95618051601547,0.0,0.0
"To what threats is the data store ""Customer Database"" exposed across all cases?",0.4,0.9537186352246287,1.0,0.9999999999
"What mitigations are defined for the data flows stored by data store ""Audit Log"" across all cases?",0.5,0.952727632731296,0.0,0.9999999999
"What threats are being mitigated by mitigation ""Comprehensive Transaction Logging"" across all cases?",0.16666666666666666,0.9664883903131689,0.0,0.9999999999
"Trace the path from process ""Screen for Fraud"" to data store ""Payment Records"".",1.0,0.8698609971312291,1.0,0.9999999999
"Trace the path from external entity ""Payment Gateway Provider (StripeConnect)"" to external entity ""Customer"".",1.0,0.7955565339458437,1.0,0.9999999999
"Trace the path from external entity ""Customer"" to external entity ""Email Delivery Service (SendGrid)"".",1.0,0.9683897739134815,1.0,0.9999999999
"Trace the path from process ""Receive and Validate Review"" to data store ""Product Reviews Database"".",0.0,0.8530384397953358,1.0,0.9999999999
"Trace the path from process ""Validate Return Request"" to external entity ""Payment Gateway Provider (StripeConnect)"".",1.0,0.812670925202314,1.0,0.9999999999
"What is the risk level of ""Carrier Identity Spoofing"", and what trust boundary does ""Ingest & Validate Carrier Update"" reside in?",1.0,0.9613756363485408,1.0,0.9999999999
"Which mitigations are linked to ""Refund Repudiation"", and what protocol is used by ""Refund Authorization Request""?",0.25,0.9920212562028827,1.0,0.9999999999
"What threats affect ""Screen for Fraud"" and what mitigations are applied to ""Fraud Rules Repository""?",0.3333333333333333,0.99106167407765,1.0,0.9999999999
"What trust boundaries are crossed by ""Approved Payment Request"" and what threats affect ""Generate Payment Receipt""?",0.3333333333333333,0.99406703715453,1.0,0.9999999999
"What is the implementation status of ""Return Eligibility Verification Engine"", and what data store receives ""Return Processing Audit Entry""?",0.5,0.994602423960809,0.5,0.9999999999
