user_input,faithfulness,answer_relevancy,context_recall,context_precision
"Trace the path from process ""Screen for Fraud"" to data store ""Payment Records"".",0.75,0.8044318953762535,1.0,0.9999999999
"Trace the path from external entity ""Payment Gateway Provider (StripeConnect)"" to external entity ""Customer"".",1.0,0.8292749252137185,1.0,0.9999999999
"Trace the path from external entity ""Customer"" to external entity ""Email Delivery Service (SendGrid)"".",0.0,0.965289717065795,0.0,0.9999999999
"Trace the path from process ""Receive and Validate Review"" to data store ""Product Reviews Database"".",0.0,0.8572336806028098,0.0,0.9999999999
"Trace the path from process ""Validate Return Request"" to external entity ""Payment Gateway Provider (StripeConnect)"".",0.5,0.8061940103698048,1.0,0.9999999999
"What is the risk level of ""Carrier Identity Spoofing"", and what trust boundary does ""Ingest & Validate Carrier Update"" reside in?",0.0,0.9614409357119597,0.0,0.0
"Which mitigations are linked to ""Refund Repudiation"", and what protocol is used by ""Refund Authorization Request""?",0.0,0.9920412058098141,0.0,0.9999999999
"What threats affect ""Screen for Fraud"" and what mitigations are applied to ""Fraud Rules Repository""?",0.0,0.99106167407765,0.0,0.0
"What trust boundaries are crossed by ""Approved Payment Request"" and what threats affect ""Generate Payment Receipt""?",0.25,0.8863485741050364,1.0,0.9999999999
"What is the implementation status of ""Return Eligibility Verification Engine"", and what data store receives ""Return Processing Audit Entry""?",0.5,0.994602423960809,0.5,0.9999999999
