user_input,faithfulness,answer_relevancy,context_recall,context_precision
"What are the trust zones from the DFD Decomposition of ""Process Return & Issue Refund"" BPMN Sub-Process?",0.0,0.8043781345188468,1.0,0.9999999999
"What threats affect the ""Screen for Fraud"" process?",0.0,0.9917691118256142,1.0,0.9999999999
"What are the threats affecting the ""Execute Payment Transaction"" process?",0.5,0.998958089834782,1.0,0.9999999999
"What are the threats affecting the ""Session Store"" data store?",0.0,0.9988951760685677,1.0,0.9999999999
"What are the threats affecting the ""Content Moderation Service (ModerateAI)"" external entity?",1.0,0.9993161185835367,1.0,0.9999999999
"What are the threats affecting the ""Order and Shipment Database"" data store?",0.5,0.998892473924953,1.0,0.9999999999
"Which threats can ""Immutable Append-Only Log Storage"" mitigate?",1.0,0.9908968047220376,1.0,0.9999999999
"Which mitigations are defined for ""Transaction Repudiation""?",1.0,0.9868317653292679,1.0,0.9999999999
"Which mitigations are defined for ""Refund Amount Escalation""?",1.0,0.9854452834698296,1.0,0.9999999999
"Which threats does ""Carrier API Key Authentication and IP Allowlisting"" mitigate?",1.0,0.9962217531115428,1.0,0.9999999999
"Which mitigations are defined for ""Refund Repudiation""?",1.0,0.983066357765111,1.0,0.9999999999
"To what processes is the external entity ""Customer"" sending data flows across all cases?",1.0,0.9446318104308011,0.0,0.9999999999
"What data flows are being sent by external entity ""Payment Gateway Provider (StripeConnect)"" across all cases?",1.0,0.9573419804213699,1.0,0.9999999999
"To what threats is the data store ""Customer Database"" exposed across all cases?",0.3333333333333333,0.9745178035250719,0.0,0.9999999999
"What mitigations are defined for the data flows stored by data store ""Audit Log"" across all cases?",0.03333333333333333,0.9695824205016809,0.0,0.9999999999
"What threats are being mitigated by mitigation ""Comprehensive Transaction Logging"" across all cases?",1.0,0.9664883903131689,1.0,0.9999999999
"Trace the path from process ""Screen for Fraud"" to data store ""Payment Records"".",0.0,0.8917967418807081,0.0,0.0
"Trace the path from external entity ""Payment Gateway Provider (StripeConnect)"" to external entity ""Customer"".",0.25,0.8292626908851972,0.0,0.0
"Trace the path from external entity ""Customer"" to external entity ""Email Delivery Service (SendGrid)"".",0.25,0.965704664618634,1.0,0.9999999999
"Trace the path from process ""Receive and Validate Review"" to data store ""Product Reviews Database"".",0.2,0.9695471516358055,0.0,0.0
"Trace the path from process ""Validate Return Request"" to external entity ""Payment Gateway Provider (StripeConnect)"".",0.0,0.0,0.0,0.0
"What is the risk level of ""Carrier Identity Spoofing"", and what trust boundary does ""Ingest & Validate Carrier Update"" reside in?",1.0,0.9614409357119597,1.0,0.9999999999
"Which mitigations are linked to ""Refund Repudiation"", and what protocol is used by ""Refund Authorization Request""?",1.0,0.9906062332106106,1.0,0.9999999999
"What threats affect ""Screen for Fraud"" and what mitigations are applied to ""Fraud Rules Repository""?",0.0,0.99106167407765,1.0,0.9999999999
"What trust boundaries are crossed by ""Approved Payment Request"" and what threats affect ""Generate Payment Receipt""?",0.25,0.9951264782310749,0.5,0.9999999999
"What is the implementation status of ""Return Eligibility Verification Engine"", and what data store receives ""Return Processing Audit Entry""?",1.0,0.9957290435242743,1.0,0.9999999999
