user_input,faithfulness,answer_relevancy,context_recall,context_precision
"Which mitigations are defined for ""Refund Repudiation""?",1.0,0.983066357765111,1.0,0.9999999999
"To what processes is the external entity ""Customer"" sending data flows across all cases?",0.0,0.0,0.0,0.0
"What data flows are being sent by external entity ""Payment Gateway Provider (StripeConnect)"" across all cases?",1.0,0.9592546288863253,0.0,0.9999999999
"To what threats is the data store ""Customer Database"" exposed across all cases?",1.0,0.973666207232225,1.0,0.9999999999
"What mitigations are defined for the data flows stored by data store ""Audit Log"" across all cases?",1.0,0.9474936577166637,0.0,0.9999999999
"What threats are being mitigated by mitigation ""Comprehensive Transaction Logging"" across all cases?",0.0,0.943662518765412,0.6666666666666666,0.9999999999
"Trace the path from process ""Screen for Fraud"" to data store ""Payment Records"".",1.0,0.9710011896597301,1.0,0.9999999999
"Trace the path from external entity ""Payment Gateway Provider (StripeConnect)"" to external entity ""Customer"".",0.0,0.0,1.0,0.9999999999
"Trace the path from external entity ""Customer"" to external entity ""Email Delivery Service (SendGrid)"".",0.7142857142857143,0.9683897739134815,0.0,0.9999999999
"Trace the path from process ""Receive and Validate Review"" to data store ""Product Reviews Database"".",0.6666666666666666,0.9693250337490419,1.0,0.9999999999
"Trace the path from process ""Validate Return Request"" to external entity ""Payment Gateway Provider (StripeConnect)"".",0.0,0.0,0.0,0.9999999999
"What is the risk level of ""Carrier Identity Spoofing"", and what trust boundary does ""Ingest & Validate Carrier Update"" reside in?",1.0,0.9614409357119597,1.0,0.9999999999
"Which mitigations are linked to ""Refund Repudiation"", and what protocol is used by ""Refund Authorization Request""?",1.0,0.9920412058098141,1.0,0.9999999999
"What threats affect ""Screen for Fraud"" and what mitigations are applied to ""Fraud Rules Repository""?",1.0,0.9898558901798951,1.0,0.9999999999
"What trust boundaries are crossed by ""Approved Payment Request"" and what threats affect ""Generate Payment Receipt""?",1.0,0.9537661137991839,1.0,0.9999999999
"What is the implementation status of ""Return Eligibility Verification Engine"", and what data store receives ""Return Processing Audit Entry""?",1.0,0.994602423960809,1.0,0.9999999999
