user_input,faithfulness,answer_relevancy,context_recall,context_precision
"What threats affect the processes from the DFD decomposition of ""Process Tracking Update & Notify Customer"" BPMN Sub-Process?",1.0,0.0,0.0,0.0
"What are the threats and risk levels of threats affecting processes from the DFD decomposition of ""Submit and Moderate Review"" BPMN Sub-Process?",1.0,0.0,0.0,0.0
"What are the trust zones from the DFD Decomposition of ""Process Return & Issue Refund"" BPMN Sub-Process?",0.0,0.8082613058707321,0.0,0.9999999999
"What threats affect the ""Screen for Fraud"" process?",0.0,0.9917748290638845,0.0,0.0
"What are the threats affecting the ""Execute Payment Transaction"" process?",0.0,0.998958089834782,0.0,0.0
"What are the threats affecting the ""Session Store"" data store?",0.0,0.9988951760685677,0.0,0.0
"What are the threats affecting the ""Content Moderation Service (ModerateAI)"" external entity?",0.0,0.9993161185835367,0.0,0.0
"What are the threats affecting the ""Order and Shipment Database"" data store?",0.0,0.998892473924953,0.0,0.9999999999
"Which threats can ""Immutable Append-Only Log Storage"" mitigate?",0.125,0.9886407695197392,1.0,0.9999999999
"Which mitigations are defined for ""Transaction Repudiation""?",0.0,0.9877482817774992,0.0,0.0
"Which mitigations are defined for ""Refund Amount Escalation""?",1.0,0.9865881835603381,1.0,0.9999999999
"Which threats does ""Carrier API Key Authentication and IP Allowlisting"" mitigate?",0.5,0.9728097801385736,0.0,0.9999999999
"Which mitigations are defined for ""Refund Repudiation""?",1.0,0.9862242764943584,1.0,0.9999999999
"To what processes is the external entity ""Customer"" sending data flows across all cases?",0.0,0.9543826494924084,0.0,0.0
"What data flows are being sent by external entity ""Payment Gateway Provider (StripeConnect)"" across all cases?",1.0,0.95618051601547,1.0,0.9999999999
"To what threats is the data store ""Customer Database"" exposed across all cases?",0.4,0.9239672149406032,1.0,0.9999999999
"What mitigations are defined for the data flows stored by data store ""Audit Log"" across all cases?",0.26666666666666666,0.9527741915633922,1.0,0.9999999999
"What threats are being mitigated by mitigation ""Comprehensive Transaction Logging"" across all cases?",0.6666666666666666,0.9664883903131689,1.0,0.9999999999
"Trace the path from process ""Screen for Fraud"" to data store ""Payment Records"".",0.75,0.8484130340810326,1.0,0.9999999999
"Trace the path from external entity ""Payment Gateway Provider (StripeConnect)"" to external entity ""Customer"".",0.0,0.0,0.16666666666666666,0.9999999999
"Trace the path from external entity ""Customer"" to external entity ""Email Delivery Service (SendGrid)"".",0.0,0.9683897739134815,0.0,0.0
"Trace the path from process ""Receive and Validate Review"" to data store ""Product Reviews Database"".",0.0,0.8438792563804847,0.0,0.0
"Trace the path from process ""Validate Return Request"" to external entity ""Payment Gateway Provider (StripeConnect)"".",1.0,0.8120816604550661,1.0,0.9999999999
"What is the risk level of ""Carrier Identity Spoofing"", and what trust boundary does ""Ingest & Validate Carrier Update"" reside in?",0.5,0.970304289564002,0.5,0.9999999999
"Which mitigations are linked to ""Refund Repudiation"", and what protocol is used by ""Refund Authorization Request""?",0.0,0.9920412058098141,0.0,0.9999999999
"What threats affect ""Screen for Fraud"" and what mitigations are applied to ""Fraud Rules Repository""?",0.0,0.991059184574783,0.0,0.0
"What trust boundaries are crossed by ""Approved Payment Request"" and what threats affect ""Generate Payment Receipt""?",0.0,0.9944852130242129,0.0,0.0
"What is the implementation status of ""Return Eligibility Verification Engine"", and what data store receives ""Return Processing Audit Entry""?",0.5,0.9927768069115909,0.5,0.9999999999
